"","GeneID","DetectionFrequency"
"17226","ENSG00000196670",0.65625
"17227","ENSG00000196678",0.8125
"17228","ENSG00000196683",0.6875
"17229","ENSG00000196684",0.65625
"17230","ENSG00000196689",0.53125
"17231","ENSG00000196693",0.84375
"17232","ENSG00000196696",0.5625
"17233","ENSG00000196700",0.6875
"17234","ENSG00000196704",0.71875
"17235","ENSG00000196705",0.875
"17236","ENSG00000196711",0.40625
"17237","ENSG00000196712",0.96875
"17238","ENSG00000196715",0.84375
"17239","ENSG00000196724",0.625
"17240","ENSG00000196730",0.9375
"17241","ENSG00000196734",0.5625
"17242","ENSG00000196735",0.75
"17243","ENSG00000196739",0.90625
"17244","ENSG00000196741",0.53125
"17245","ENSG00000196743",0.75
"17246","ENSG00000196747",0.03125
"17247","ENSG00000196748",0.34375
"17248","ENSG00000196754",0.5625
"17249","ENSG00000196756",0.625
"17250","ENSG00000196757",0.75
"17251","ENSG00000196758",0.625
"17252","ENSG00000196767",0.59375
"17253","ENSG00000196772",0.21875
"17254","ENSG00000196776",0.9375
"17255","ENSG00000196778",0.4375
"17256","ENSG00000196781",0.84375
"17257","ENSG00000196782",0.78125
"17258","ENSG00000196787",0.6875
"17259","ENSG00000196792",0.8125
"17260","ENSG00000196793",0.5
"17261","ENSG00000196796",0.03125
"17262","ENSG00000196800",0.1875
"17263","ENSG00000196805",0.25
"17264","ENSG00000196810",0.65625
"17265","ENSG00000196811",0.4375
"17266","ENSG00000196812",0.46875
"17267","ENSG00000196814",0.84375
"17268","ENSG00000196821",0.5
"17269","ENSG00000196826",0
"17270","ENSG00000196832",0.5625
"17271","ENSG00000196834",0.21875
"17272","ENSG00000196839",0.4375
"17273","ENSG00000196843",0.375
"17274","ENSG00000196844",0.5
"17275","ENSG00000196850",0.625
"17276","ENSG00000196859",0.65625
"17277","ENSG00000196860",0.40625
"17278","ENSG00000196862",0.46875
"17279","ENSG00000196865",0.78125
"17280","ENSG00000196866",0
"17281","ENSG00000196867",0.71875
"17282","ENSG00000196872",0.59375
"17283","ENSG00000196873",0.03125
"17284","ENSG00000196876",0.875
"17285","ENSG00000196878",0.75
"17286","ENSG00000196890",0.8125
"17287","ENSG00000196893",0.5
"17288","ENSG00000196900",0.40625
"17289","ENSG00000196911",0.84375
"17290","ENSG00000196912",0.46875
"17291","ENSG00000196914",0.96875
"17292","ENSG00000196917",0.75
"17293","ENSG00000196922",0.71875
"17294","ENSG00000196923",0.5625
"17295","ENSG00000196924",0.71875
"17296","ENSG00000196932",0.6875
"17297","ENSG00000196933",0.0625
"17298","ENSG00000196935",1
"17299","ENSG00000196936",0
"17300","ENSG00000196937",0.625
"17301","ENSG00000196943",0.40625
"17302","ENSG00000196944",0.28125
"17303","ENSG00000196946",0.59375
"17304","ENSG00000196950",0.875
"17305","ENSG00000196951",0.625
"17306","ENSG00000196954",0.90625
"17307","ENSG00000196961",0.625
"17308","ENSG00000196967",0.65625
"17309","ENSG00000196968",0.5625
"17310","ENSG00000196970",0.53125
"17311","ENSG00000196972",0.25
"17312","ENSG00000196975",0.875
"17313","ENSG00000196976",0.21875
"17314","ENSG00000196979",0.65625
"17315","ENSG00000196981",0.84375
"17316","ENSG00000196990",0.5625
"17317","ENSG00000196993",0.03125
"17318","ENSG00000196998",0.46875
"17319","ENSG00000197006",0.625
"17320","ENSG00000197008",0.78125
"17321","ENSG00000197013",0.875
"17322","ENSG00000197016",0.84375
"17323","ENSG00000197019",0.6875
"17324","ENSG00000197020",0.75
"17325","ENSG00000197021",0.15625
"17326","ENSG00000197023",0.28125
"17327","ENSG00000197024",0.84375
"17328","ENSG00000197037",0.78125
"17329","ENSG00000197038",0.1875
"17330","ENSG00000197043",0.9375
"17331","ENSG00000197044",0.71875
"17332","ENSG00000197045",0.78125
"17333","ENSG00000197046",0.78125
"17334","ENSG00000197050",0.78125
"17335","ENSG00000197054",0.46875
"17336","ENSG00000197056",0.875
"17337","ENSG00000197057",0.90625
"17338","ENSG00000197061",0.5
"17339","ENSG00000197062",0.59375
"17340","ENSG00000197063",0.625
"17341","ENSG00000197067",0.28125
"17342","ENSG00000197070",0.46875
"17343","ENSG00000197077",0.90625
"17344","ENSG00000197079",0.375
"17345","ENSG00000197081",0.90625
"17346","ENSG00000197083",0.5625
"17347","ENSG00000197084",0.21875
"17348","ENSG00000197085",0.78125
"17349","ENSG00000197092",0
"17350","ENSG00000197093",0.4375
"17351","ENSG00000197099",0.875
"17352","ENSG00000197102",0.9375
"17353","ENSG00000197106",0.5625
"17354","ENSG00000197110",0.46875
"17355","ENSG00000197111",0.71875
"17356","ENSG00000197114",0.375
"17357","ENSG00000197119",0.59375
"17358","ENSG00000197121",0.8125
"17359","ENSG00000197122",0.78125
"17360","ENSG00000197123",0.71875
"17361","ENSG00000197124",0.78125
"17362","ENSG00000197125",0.53125
"17363","ENSG00000197128",0.71875
"17364","ENSG00000197134",0.78125
"17365","ENSG00000197136",0.5
"17366","ENSG00000197140",0.90625
"17367","ENSG00000197142",0.875
"17368","ENSG00000197147",0.84375
"17369","ENSG00000197149",0.4375
"17370","ENSG00000197150",0.625
"17371","ENSG00000197153",0.28125
"17372","ENSG00000197157",0.875
"17373","ENSG00000197161",0.375
"17374","ENSG00000197162",0.71875
"17375","ENSG00000197165",0.46875
"17376","ENSG00000197168",0.875
"17377","ENSG00000197170",0.8125
"17378","ENSG00000197171",0.28125
"17379","ENSG00000197172",0.21875
"17380","ENSG00000197176",0.6875
"17381","ENSG00000197177",0.4375
"17382","ENSG00000197180",0.40625
"17383","ENSG00000197181",0.875
"17384","ENSG00000197182",0.375
"17385","ENSG00000197183",0.90625
"17386","ENSG00000197185",0.28125
"17387","ENSG00000197191",0.34375
"17388","ENSG00000197208",0.65625
"17389","ENSG00000197210",0.0625
"17390","ENSG00000197213",0.53125
"17391","ENSG00000197214",0.65625
"17392","ENSG00000197217",0.84375
"17393","ENSG00000197223",0.5
"17394","ENSG00000197226",0.6875
"17395","ENSG00000197233",0.25
"17396","ENSG00000197238",0.09375
"17397","ENSG00000197241",0.6875
"17398","ENSG00000197245",0.5
"17399","ENSG00000197249",0.875
"17400","ENSG00000197251",0.46875
"17401","ENSG00000197253",0.21875
"17402","ENSG00000197254",0.3125
"17403","ENSG00000197256",0.75
"17404","ENSG00000197258",0.3125
"17405","ENSG00000197261",0.5625
"17406","ENSG00000197263",0
"17407","ENSG00000197265",0.71875
"17408","ENSG00000197272",0.625
"17409","ENSG00000197273",0.25
"17410","ENSG00000197275",0.34375
"17411","ENSG00000197279",0.6875
"17412","ENSG00000197283",0.4375
"17413","ENSG00000197291",0.8125
"17414","ENSG00000197296",0.59375
"17415","ENSG00000197299",0.78125
"17416","ENSG00000197301",0.71875
"17417","ENSG00000197302",0.75
"17418","ENSG00000197308",0.3125
"17419","ENSG00000197309",0.375
"17420","ENSG00000197312",0.90625
"17421","ENSG00000197320",0.34375
"17422","ENSG00000197321",0.84375
"17423","ENSG00000197322",0.78125
"17424","ENSG00000197323",0.8125
"17425","ENSG00000197324",0.75
"17426","ENSG00000197329",0.78125
"17427","ENSG00000197332",0.28125
"17428","ENSG00000197334",0.15625
"17429","ENSG00000197343",0.78125
"17430","ENSG00000197345",0.40625
"17431","ENSG00000197353",0.0625
"17432","ENSG00000197355",0.59375
"17433","ENSG00000197358",0.59375
"17434","ENSG00000197360",0.46875
"17435","ENSG00000197361",0.46875
"17436","ENSG00000197362",0.53125
"17437","ENSG00000197363",0.5
"17438","ENSG00000197364",0.25
"17439","ENSG00000197372",0.90625
"17440","ENSG00000197375",0.78125
"17441","ENSG00000197376",0.4375
"17442","ENSG00000197380",0.5625
"17443","ENSG00000197381",0.8125
"17444","ENSG00000197385",0.71875
"17445","ENSG00000197386",0.90625
"17446","ENSG00000197403",0.46875
"17447","ENSG00000197405",0.6875
"17448","ENSG00000197406",0.625
"17449","ENSG00000197408",0.6875
"17450","ENSG00000197409",0
"17451","ENSG00000197410",0.875
"17452","ENSG00000197415",0.78125
"17453","ENSG00000197416",0.28125
"17454","ENSG00000197417",0.21875
"17455","ENSG00000197421",0
"17456","ENSG00000197428",0.40625
"17457","ENSG00000197429",0.75
"17458","ENSG00000197430",0.8125
"17459","ENSG00000197437",0.25
"17460","ENSG00000197442",0.875
"17461","ENSG00000197444",0.71875
"17462","ENSG00000197445",0.71875
"17463","ENSG00000197446",0.4375
"17464","ENSG00000197448",0.84375
"17465","ENSG00000197451",0.6875
"17466","ENSG00000197454",0.34375
"17467","ENSG00000197457",0.53125
"17468","ENSG00000197461",0.875
"17469","ENSG00000197462",0.40625
"17470","ENSG00000197465",0.59375
"17471","ENSG00000197467",0.90625
"17472","ENSG00000197468",0.25
"17473","ENSG00000197471",0.6875
"17474","ENSG00000197472",0.59375
"17475","ENSG00000197475",0.59375
"17476","ENSG00000197476",0.03125
"17477","ENSG00000197479",0.78125
"17478","ENSG00000197483",0.125
"17479","ENSG00000197487",0.59375
"17480","ENSG00000197496",0.90625
"17481","ENSG00000197497",0.75
"17482","ENSG00000197498",0.78125
"17483","ENSG00000197503",0.3125
"17484","ENSG00000197506",0.9375
"17485","ENSG00000197520",0.53125
"17486","ENSG00000197530",0.71875
"17487","ENSG00000197532",0.3125
"17488","ENSG00000197535",0.90625
"17489","ENSG00000197536",0.6875
"17490","ENSG00000197540",0.21875
"17491","ENSG00000197548",0.71875
"17492","ENSG00000197549",0.5
"17493","ENSG00000197550",0.03125
"17494","ENSG00000197555",0.9375
"17495","ENSG00000197557",0.5
"17496","ENSG00000197558",0.75
"17497","ENSG00000197561",0.375
"17498","ENSG00000197562",0.5625
"17499","ENSG00000197563",0.75
"17500","ENSG00000197565",0.6875
"17501","ENSG00000197566",0.71875
"17502","ENSG00000197568",0.34375
"17503","ENSG00000197575",0.25
"17504","ENSG00000197576",0.1875
"17505","ENSG00000197579",0.5625
"17506","ENSG00000197580",0.90625
"17507","ENSG00000197582",0.0625
"17508","ENSG00000197584",0.59375
"17509","ENSG00000197585",0.34375
"17510","ENSG00000197586",0.59375
"17511","ENSG00000197587",0.6875
"17512","ENSG00000197588",0.625
"17513","ENSG00000197591",0.5625
"17514","ENSG00000197594",0.78125
"17515","ENSG00000197595",0.59375
"17516","ENSG00000197599",0.21875
"17517","ENSG00000197601",0.8125
"17518","ENSG00000197603",0.96875
"17519","ENSG00000197608",0.59375
"17520","ENSG00000197614",0.78125
"17521","ENSG00000197616",0.8125
"17522","ENSG00000197617",0.40625
"17523","ENSG00000197619",0.71875
"17524","ENSG00000197620",0.25
"17525","ENSG00000197622",0.5625
"17526","ENSG00000197627",0
"17527","ENSG00000197629",0.75
"17528","ENSG00000197632",0.71875
"17529","ENSG00000197635",0.90625
"17530","ENSG00000197641",0.84375
"17531","ENSG00000197644",0.28125
"17532","ENSG00000197646",0.71875
"17533","ENSG00000197647",0.75
"17534","ENSG00000197651",0.59375
"17535","ENSG00000197653",1
"17536","ENSG00000197658",0.53125
"17537","ENSG00000197665",0
"17538","ENSG00000197670",0.6875
"17539","ENSG00000197674",0.28125
"17540","ENSG00000197683",0.40625
"17541","ENSG00000197692",0.46875
"17542","ENSG00000197694",0.84375
"17543","ENSG00000197696",0.375
"17544","ENSG00000197702",0.78125
"17545","ENSG00000197705",0.625
"17546","ENSG00000197706",0.625
"17547","ENSG00000197712",0.75
"17548","ENSG00000197713",0.46875
"17549","ENSG00000197714",0.5625
"17550","ENSG00000197721",0.6875
"17551","ENSG00000197724",0.90625
"17552","ENSG00000197728",0.71875
"17553","ENSG00000197734",0.34375
"17554","ENSG00000197744",0.125
"17555","ENSG00000197745",0.25
"17556","ENSG00000197746",0.8125
"17557","ENSG00000197747",0.6875
"17558","ENSG00000197748",0.90625
"17559","ENSG00000197753",0.34375
"17560","ENSG00000197756",0.78125
"17561","ENSG00000197757",0.625
"17562","ENSG00000197763",0.53125
"17563","ENSG00000197766",0.5
"17564","ENSG00000197768",0.125
"17565","ENSG00000197769",0.4375
"17566","ENSG00000197771",0.75
"17567","ENSG00000197774",0.375
"17568","ENSG00000197776",0.5625
"17569","ENSG00000197779",0.71875
"17570","ENSG00000197780",0.46875
"17571","ENSG00000197782",0.75
"17572","ENSG00000197785",0.46875
"17573","ENSG00000197786",0.25
"17574","ENSG00000197790",0.46875
"17575","ENSG00000197794",0.21875
"17576","ENSG00000197798",0.59375
"17577","ENSG00000197808",0.6875
"17578","ENSG00000197813",0.28125
"17579","ENSG00000197815",0.6875
"17580","ENSG00000197816",0.5
"17581","ENSG00000197818",0.84375
"17582","ENSG00000197822",0.34375
"17583","ENSG00000197826",0.78125
"17584","ENSG00000197837",0.625
"17585","ENSG00000197838",0.4375
"17586","ENSG00000197841",0.8125
"17587","ENSG00000197847",0.5625
"17588","ENSG00000197849",0.1875
"17589","ENSG00000197852",0.6875
"17590","ENSG00000197857",0.8125
"17591","ENSG00000197858",0.3125
"17592","ENSG00000197859",0.53125
"17593","ENSG00000197860",0.84375
"17594","ENSG00000197863",0.71875
"17595","ENSG00000197866",0.28125
"17596","ENSG00000197870",0.21875
"17597","ENSG00000197872",0.875
"17598","ENSG00000197879",0.78125
"17599","ENSG00000197880",0.78125
"17600","ENSG00000197882",0.15625
"17601","ENSG00000197885",0.75
"17602","ENSG00000197887",0.375
"17603","ENSG00000197888",0.15625
"17604","ENSG00000197889",0.59375
"17605","ENSG00000197891",0.71875
"17606","ENSG00000197892",0.90625
"17607","ENSG00000197893",0.8125
"17608","ENSG00000197894",0.90625
"17609","ENSG00000197901",0.59375
"17610","ENSG00000197903",0.65625
"17611","ENSG00000197905",0.625
"17612","ENSG00000197912",0.90625
"17613","ENSG00000197915",0.375
"17614","ENSG00000197919",0.09375
"17615","ENSG00000197921",0.46875
"17616","ENSG00000197927",0.53125
"17617","ENSG00000197928",0.78125
"17618","ENSG00000197930",0.875
"17619","ENSG00000197933",0.625
"17620","ENSG00000197934",0.84375
"17621","ENSG00000197935",0.5
"17622","ENSG00000197937",0.8125
"17623","ENSG00000197938",0.28125
"17624","ENSG00000197943",0.84375
"17625","ENSG00000197948",0.65625
"17626","ENSG00000197951",0.75
"17627","ENSG00000197953",0.53125
"17628","ENSG00000197956",0.34375
"17629","ENSG00000197958",0.84375
"17630","ENSG00000197959",0.90625
"17631","ENSG00000197961",0.8125
"17632","ENSG00000197965",0.84375
"17633","ENSG00000197969",0.96875
"17634","ENSG00000197971",1
"17635","ENSG00000197976",0.65625
"17636","ENSG00000197977",0.71875
"17637","ENSG00000197978",0.21875
"17638","ENSG00000197980",0.8125
"17639","ENSG00000197982",0.5625
"17640","ENSG00000197984",0.34375
"17641","ENSG00000197989",0.625
"17642","ENSG00000197990",0.40625
"17643","ENSG00000197991",0.28125
"17644","ENSG00000197992",0.65625
"17645","ENSG00000197993",0.84375
"17646","ENSG00000198000",0.875
"17647","ENSG00000198001",0.84375
"17648","ENSG00000198003",0.625
"17649","ENSG00000198010",0.875
"17650","ENSG00000198015",0.8125
"17651","ENSG00000198018",0.71875
"17652","ENSG00000198019",0.3125
"17653","ENSG00000198021",0
"17654","ENSG00000198022",0.53125
"17655","ENSG00000198026",0.75
"17656","ENSG00000198028",0.71875
"17657","ENSG00000198033",0.5
"17658","ENSG00000198034",0.875
"17659","ENSG00000198039",0.875
"17660","ENSG00000198040",0.75
"17661","ENSG00000198042",0.75
"17662","ENSG00000198046",0.75
"17663","ENSG00000198049",0.59375
"17664","ENSG00000198053",0.75
"17665","ENSG00000198054",0.59375
"17666","ENSG00000198055",0.59375
"17667","ENSG00000198056",0.8125
"17668","ENSG00000198060",0.6875
"17669","ENSG00000198062",0.4375
"17670","ENSG00000198064",0.03125
"17671","ENSG00000198074",0.65625
"17672","ENSG00000198075",0.6875
"17673","ENSG00000198077",0.3125
"17674","ENSG00000198081",0.6875
"17675","ENSG00000198083",0.3125
"17676","ENSG00000198087",0.875
"17677","ENSG00000198088",0.5625
"17678","ENSG00000198089",0.875
"17679","ENSG00000198090",0.3125
"17680","ENSG00000198092",0.71875
"17681","ENSG00000198093",0.6875
"17682","ENSG00000198099",0.71875
"17683","ENSG00000198104",0.34375
"17684","ENSG00000198105",0.625
"17685","ENSG00000198106",0.03125
"17686","ENSG00000198108",0.625
"17687","ENSG00000198113",0.375
"17688","ENSG00000198121",0.71875
"17689","ENSG00000198125",0.65625
"17690","ENSG00000198128",0.25
"17691","ENSG00000198129",0
"17692","ENSG00000198130",0.875
"17693","ENSG00000198131",0.65625
"17694","ENSG00000198133",0.65625
"17695","ENSG00000198134",0.21875
"17696","ENSG00000198142",0.75
"17697","ENSG00000198146",0.625
"17698","ENSG00000198153",0.5
"17699","ENSG00000198155",0.59375
"17700","ENSG00000198156",0.09375
"17701","ENSG00000198157",0.53125
"17702","ENSG00000198160",0.875
"17703","ENSG00000198162",0.90625
"17704","ENSG00000198168",0.71875
"17705","ENSG00000198169",0.78125
"17706","ENSG00000198171",0.4375
"17707","ENSG00000198173",0.59375
"17708","ENSG00000198176",0.8125
"17709","ENSG00000198178",0.84375
"17710","ENSG00000198182",0.59375
"17711","ENSG00000198183",0.6875
"17712","ENSG00000198185",0.84375
"17713","ENSG00000198189",0.65625
"17714","ENSG00000198198",0.78125
"17715","ENSG00000198203",0.84375
"17716","ENSG00000198205",0.53125
"17717","ENSG00000198208",0.625
"17718","ENSG00000198211",0
"17719","ENSG00000198216",0.9375
"17720","ENSG00000198217",0.40625
"17721","ENSG00000198218",0.71875
"17722","ENSG00000198221",0.53125
"17723","ENSG00000198223",0.8125
"17724","ENSG00000198225",0.5625
"17725","ENSG00000198231",0.75
"17726","ENSG00000198237",0
"17727","ENSG00000198242",0.8125
"17728","ENSG00000198246",0.375
"17729","ENSG00000198251",0.34375
"17730","ENSG00000198252",0.65625
"17731","ENSG00000198258",0.65625
"17732","ENSG00000198261",0.375
"17733","ENSG00000198265",0.9375
"17734","ENSG00000198270",0.875
"17735","ENSG00000198271",0.34375
"17736","ENSG00000198276",0.5625
"17737","ENSG00000198277",0.40625
"17738","ENSG00000198283",0.34375
"17739","ENSG00000198284",0.5
"17740","ENSG00000198286",0.78125
"17741","ENSG00000198298",0.59375
"17742","ENSG00000198300",0.71875
"17743","ENSG00000198301",0.71875
"17744","ENSG00000198312",0.15625
"17745","ENSG00000198315",0.75
"17746","ENSG00000198324",0.375
"17747","ENSG00000198326",0.375
"17748","ENSG00000198331",0.65625
"17749","ENSG00000198336",0.6875
"17750","ENSG00000198342",0.8125
"17751","ENSG00000198346",0.875
"17752","ENSG00000198353",0.5625
"17753","ENSG00000198354",0.40625
"17754","ENSG00000198355",0.40625
"17755","ENSG00000198356",0.4375
"17756","ENSG00000198358",0.5
"17757","ENSG00000198363",0.9375
"17758","ENSG00000198367",0.40625
"17759","ENSG00000198369",0.9375
"17760","ENSG00000198373",0.78125
"17761","ENSG00000198380",0.875
"17762","ENSG00000198382",0.84375
"17763","ENSG00000198384",0.40625
"17764","ENSG00000198390",0.40625
"17765","ENSG00000198393",0.96875
"17766","ENSG00000198398",0.375
"17767","ENSG00000198399",0.875
"17768","ENSG00000198400",0.5
"17769","ENSG00000198406",0.09375
"17770","ENSG00000198408",0.75
"17771","ENSG00000198414",0.5
"17772","ENSG00000198416",0.09375
"17773","ENSG00000198417",0.53125
"17774","ENSG00000198420",0.15625
"17775","ENSG00000198429",0.53125
"17776","ENSG00000198431",0.875
"17777","ENSG00000198435",0.5625
"17778","ENSG00000198440",0.84375
"17779","ENSG00000198443",0.59375
"17780","ENSG00000198445",0.5
"17781","ENSG00000198452",0.53125
"17782","ENSG00000198453",0.8125
"17783","ENSG00000198454",0.3125
"17784","ENSG00000198455",0.59375
"17785","ENSG00000198464",0.6875
"17786","ENSG00000198466",0.5
"17787","ENSG00000198467",0.71875
"17788","ENSG00000198468",0.5625
"17789","ENSG00000198471",0.5
"17790","ENSG00000198478",0.84375
"17791","ENSG00000198482",0.78125
"17792","ENSG00000198483",0.71875
"17793","ENSG00000198488",0.375
"17794","ENSG00000198491",0.3125
"17795","ENSG00000198492",0.75
"17796","ENSG00000198496",0.84375
"17797","ENSG00000198498",0.625
"17798","ENSG00000198502",0.28125
"17799","ENSG00000198513",0.65625
"17800","ENSG00000198515",0.75
"17801","ENSG00000198517",0.40625
"17802","ENSG00000198520",0.5625
"17803","ENSG00000198521",0.8125
"17804","ENSG00000198522",0.6875
"17805","ENSG00000198523",0.40625
"17806","ENSG00000198526",0.5625
"17807","ENSG00000198535",0.75
"17808","ENSG00000198538",0.6875
"17809","ENSG00000198542",0.40625
"17810","ENSG00000198546",0.34375
"17811","ENSG00000198547",0.65625
"17812","ENSG00000198551",0.75
"17813","ENSG00000198553",0.25
"17814","ENSG00000198554",0.875
"17815","ENSG00000198555",0
"17816","ENSG00000198556",0.59375
"17817","ENSG00000198561",0.8125
"17818","ENSG00000198563",0.4375
"17819","ENSG00000198569",0.25
"17820","ENSG00000198570",0.6875
"17821","ENSG00000198573",0.03125
"17822","ENSG00000198574",0.59375
"17823","ENSG00000198576",0.53125
"17824","ENSG00000198580",0.21875
"17825","ENSG00000198585",0.8125
"17826","ENSG00000198586",0.9375
"17827","ENSG00000198589",0.96875
"17828","ENSG00000198590",0.625
"17829","ENSG00000198597",0.96875
"17830","ENSG00000198598",0.46875
"17831","ENSG00000198601",0.28125
"17832","ENSG00000198604",0.9375
"17833","ENSG00000198610",0.46875
"17834","ENSG00000198612",0.65625
"17835","ENSG00000198618",0.09375
"17836","ENSG00000198624",0.84375
"17837","ENSG00000198625",0.75
"17838","ENSG00000198626",0.90625
"17839","ENSG00000198633",0.75
"17840","ENSG00000198642",0.65625
"17841","ENSG00000198643",0.5625
"17842","ENSG00000198646",0.90625
"17843","ENSG00000198648",0.875
"17844","ENSG00000198650",0.71875
"17845","ENSG00000198657",0
"17846","ENSG00000198658",0.03125
"17847","ENSG00000198663",0.78125
"17848","ENSG00000198668",0.6875
"17849","ENSG00000198670",0.53125
"17850","ENSG00000198671",0.5625
"17851","ENSG00000198673",0.8125
"17852","ENSG00000198674",0.3125
"17853","ENSG00000198677",0.84375
"17854","ENSG00000198678",0.46875
"17855","ENSG00000198680",0.53125
"17856","ENSG00000198681",0.53125
"17857","ENSG00000198682",0.59375
"17858","ENSG00000198685",0.84375
"17859","ENSG00000198689",0.65625
"17860","ENSG00000198690",0.75
"17861","ENSG00000198691",0.96875
"17862","ENSG00000198692",0.25
"17863","ENSG00000198695",1
"17864","ENSG00000198700",0.90625
"17865","ENSG00000198703",0.4375
"17866","ENSG00000198704",0.71875
"17867","ENSG00000198707",0.9375
"17868","ENSG00000198711",0.625
"17869","ENSG00000198712",1
"17870","ENSG00000198715",0.6875
"17871","ENSG00000198718",0.96875
"17872","ENSG00000198719",0.6875
"17873","ENSG00000198720",0.40625
"17874","ENSG00000198721",0.71875
"17875","ENSG00000198722",0.9375
"17876","ENSG00000198723",0.5625
"17877","ENSG00000198727",1
"17878","ENSG00000198728",0.46875
"17879","ENSG00000198729",0.5625
"17880","ENSG00000198730",0.875
"17881","ENSG00000198732",0.71875
"17882","ENSG00000198734",0.84375
"17883","ENSG00000198736",0.59375
"17884","ENSG00000198738",0.3125
"17885","ENSG00000198739",0.75
"17886","ENSG00000198740",0.65625
"17887","ENSG00000198742",0.8125
"17888","ENSG00000198743",0.8125
"17889","ENSG00000198744",0.59375
"17890","ENSG00000198746",0.46875
"17891","ENSG00000198752",0.875
"17892","ENSG00000198753",0.28125
"17893","ENSG00000198754",0.28125
"17894","ENSG00000198755",0.875
"17895","ENSG00000198756",0.75
"17896","ENSG00000198758",0.65625
"17897","ENSG00000198759",0.625
"17898","ENSG00000198763",1
"17899","ENSG00000198765",0.875
"17900","ENSG00000198768",0.65625
"17901","ENSG00000198771",0.71875
"17902","ENSG00000198774",0.71875
"17903","ENSG00000198780",0.65625
"17904","ENSG00000198783",0.53125
"17905","ENSG00000198785",0.71875
"17906","ENSG00000198786",1
"17907","ENSG00000198787",0.25
"17908","ENSG00000198788",0.46875
"17909","ENSG00000198791",0.78125
"17910","ENSG00000198792",0.625
"17911","ENSG00000198793",0.9375
"17912","ENSG00000198794",0.6875
"17913","ENSG00000198795",0.75
"17914","ENSG00000198796",0.8125
"17915","ENSG00000198797",0.78125
"17916","ENSG00000198798",0.40625
"17917","ENSG00000198799",0.875
"17918","ENSG00000198804",1
"17919","ENSG00000198805",0.75
"17920","ENSG00000198807",0.5625
"17921","ENSG00000198812",0.65625
"17922","ENSG00000198814",0.875
"17923","ENSG00000198815",0.78125
"17924","ENSG00000198816",0.21875
"17925","ENSG00000198818",0.65625
"17926","ENSG00000198821",0.78125
"17927","ENSG00000198822",0.5625
"17928","ENSG00000198824",0.78125
"17929","ENSG00000198825",0.875
"17930","ENSG00000198826",0.78125
"17931","ENSG00000198829",0.5625
"17932","ENSG00000198830",0.84375
"17933","ENSG00000198832",0.5
"17934","ENSG00000198833",0.71875
"17935","ENSG00000198835",0.3125
"17936","ENSG00000198836",0.8125
"17937","ENSG00000198837",0.65625
"17938","ENSG00000198838",0.96875
"17939","ENSG00000198839",0.6875
"17940","ENSG00000198840",1
"17941","ENSG00000198841",0.59375
"17942","ENSG00000198842",0.71875
"17943","ENSG00000198843",0.6875
"17944","ENSG00000198844",0.625
"17945","ENSG00000198846",0.78125
"17946","ENSG00000198848",0.4375
"17947","ENSG00000198851",0.625
"17948","ENSG00000198853",0.4375
"17949","ENSG00000198854",0.4375
"17950","ENSG00000198855",0.65625
"17951","ENSG00000198856",0.65625
"17952","ENSG00000198857",0.46875
"17953","ENSG00000198858",0.71875
"17954","ENSG00000198860",0.53125
"17955","ENSG00000198862",0.875
"17956","ENSG00000198863",0.625
"17957","ENSG00000198865",0.6875
"17958","ENSG00000198868",0.34375
"17959","ENSG00000198870",0.8125
"17960","ENSG00000198873",0.90625
"17961","ENSG00000198874",0.625
"17962","ENSG00000198876",0.90625
"17963","ENSG00000198877",0
"17964","ENSG00000198879",0.84375
"17965","ENSG00000198881",0.46875
"17966","ENSG00000198883",0.4375
"17967","ENSG00000198885",0.59375
"17968","ENSG00000198886",1
"17969","ENSG00000198887",0.8125
"17970","ENSG00000198888",1
"17971","ENSG00000198889",0.5
"17972","ENSG00000198890",0.53125
"17973","ENSG00000198892",0.4375
"17974","ENSG00000198894",0.65625
"17975","ENSG00000198898",0.8125
"17976","ENSG00000198899",1
"17977","ENSG00000198900",0.875
"17978","ENSG00000198901",0.8125
"17979","ENSG00000198908",0.5
"17980","ENSG00000198909",0.71875
"17981","ENSG00000198910",0.375
"17982","ENSG00000198911",0.6875
"17983","ENSG00000198912",0.78125
"17984","ENSG00000198914",0.5625
"17985","ENSG00000198915",0.5625
"17986","ENSG00000198917",0.5625
"17987","ENSG00000198918",0.625
"17988","ENSG00000198919",0.9375
"17989","ENSG00000198920",0.8125
"17990","ENSG00000198923",0.15625
"17991","ENSG00000198924",0.84375
"17992","ENSG00000198925",0.375
"17993","ENSG00000198929",0.78125
"17994","ENSG00000198930",0.375
"17995","ENSG00000198931",0.40625
"17996","ENSG00000198932",0.8125
"17997","ENSG00000198933",0.46875
"17998","ENSG00000198934",0.375
"17999","ENSG00000198937",0.34375
"18000","ENSG00000198938",1
"18001","ENSG00000198939",0.71875
"18002","ENSG00000198944",0.59375
"18003","ENSG00000198945",0.875
"18004","ENSG00000198947",0.9375
"18005","ENSG00000198948",0.875
"18006","ENSG00000198951",0.625
"18007","ENSG00000198952",0.8125
"18008","ENSG00000198954",0.78125
"18009","ENSG00000198959",0.78125
"18010","ENSG00000198960",0.25
"18011","ENSG00000198961",0.875
"18012","ENSG00000198963",0.96875
"18013","ENSG00000198964",0.84375
"18014","ENSG00000198965",0
"18015","ENSG00000198967",0.375
"18016","ENSG00000198972",0
"18017","ENSG00000198973",0.15625
